date_block_num,shop_id,item_category_id,cat_shop_total_sales_sum,cat_shop_total_sales_mean,cat_shop_sales_heat
0,1,6,8.0,1.3333333333333333,1.0
0,1,7,0.0,0.0,0.0
0,1,8,0.0,0.0,0.0
0,1,9,0.0,0.0,0.0
0,1,10,0.0,0.0,0.0
0,1,11,15.0,1.6666666666666667,1.0
0,1,12,0.0,0.0,0.0
0,1,13,2.0,1.0,1.0
0,1,14,4.0,1.3333333333333333,1.0
0,1,15,9.0,4.5,1.0
0,1,16,0.0,0.0,0.0
0,1,17,0.0,0.0,0.0
0,1,18,0.0,0.0,0.0
0,1,19,176.0,2.2857142857142856,3.0
0,1,20,0.0,0.0,0.0
0,1,21,78.0,1.813953488372093,2.0
0,1,22,19.0,1.4615384615384615,2.0
0,1,23,63.0,1.7027027027027026,2.0
0,1,24,0.0,0.0,0.0
0,1,25,3.0,1.5,1.0
0,1,26,0.0,0.0,0.0
0,1,27,0.0,0.0,0.0
0,1,28,51.0,2.217391304347826,2.0
0,1,29,20.0,4.0,2.0
0,1,30,417.0,2.497005988023952,3.0
0,1,31,0.0,0.0,0.0
0,1,32,0.0,0.0,0.0
0,1,33,0.0,0.0,0.0
0,1,34,0.0,0.0,0.0
0,1,35,3.0,1.0,1.0
0,1,36,0.0,0.0,0.0
0,1,37,174.0,1.7575757575757576,3.0
0,1,38,32.0,1.4545454545454546,2.0
0,1,39,0.0,0.0,0.0
0,1,40,813.0,1.7907488986784141,3.0
0,1,41,97.0,2.108695652173913,2.0
0,1,42,0.0,0.0,0.0
0,1,43,49.0,1.8148148148148149,2.0
0,1,44,0.0,0.0,0.0
0,1,45,14.0,2.3333333333333335,1.0
0,1,46,0.0,0.0,0.0
0,1,47,0.0,0.0,0.0
0,1,48,0.0,0.0,0.0
0,1,49,22.0,1.4666666666666666,2.0
0,1,50,0.0,0.0,0.0
0,1,51,0.0,0.0,0.0
0,1,52,0.0,0.0,0.0
0,1,53,0.0,0.0,0.0
0,1,54,0.0,0.0,0.0
0,1,55,384.0,1.9104477611940298,3.0
0,1,56,14.0,1.75,1.0
0,1,57,52.0,2.3636363636363638,2.0
0,1,58,15.0,1.875,1.0
0,1,59,20.0,2.2222222222222223,2.0
0,1,60,0.0,0.0,0.0
0,1,61,0.0,0.0,0.0
0,1,62,56.0,1.8064516129032258,2.0
0,1,63,31.0,1.9375,2.0
0,1,64,26.0,2.0,2.0
0,1,65,17.0,1.7,1.0
0,1,66,14.0,2.0,1.0
0,1,67,41.0,1.4642857142857142,2.0
0,1,68,0.0,0.0,0.0
0,1,69,6.0,1.0,1.0
0,1,70,7.0,1.1666666666666667,1.0
0,1,71,0.0,0.0,0.0
0,1,72,19.0,1.7272727272727273,2.0
0,1,73,10.0,1.6666666666666667,1.0
0,1,74,0.0,0.0,0.0
0,1,75,42.0,1.5555555555555556,2.0
0,1,76,0.0,0.0,0.0
0,1,77,29.0,2.4166666666666665,2.0
0,1,78,0.0,0.0,0.0
0,1,79,0.0,0.0,0.0
0,1,80,0.0,0.0,0.0
0,1,81,2.0,1.0,1.0
0,1,82,9.0,1.8,1.0
0,1,83,6.0,1.5,1.0
0,2,0,0.0,0.0,0.0
0,2,1,0.0,0.0,0.0
0,2,2,5.0,1.0,1.0
0,2,3,2.0,1.0,1.0
0,2,4,7.0,1.4,1.0
0,2,5,1.0,1.0,1.0
0,2,6,2.0,1.0,1.0
0,2,7,0.0,0.0,0.0
0,2,8,0.0,0.0,0.0
0,2,9,0.0,0.0,0.0
0,2,10,0.0,0.0,0.0
0,2,11,4.0,1.3333333333333333,1.0
0,2,12,0.0,0.0,0.0
0,2,13,1.0,1.0,1.0
0,2,14,0.0,0.0,0.0
0,2,15,6.0,2.0,1.0
0,2,16,0.0,0.0,0.0
0,2,17,0.0,0.0,0.0
0,2,18,0.0,0.0,0.0
0,2,19,73.0,1.46,3.0
0,2,20,0.0,0.0,0.0
0,2,21,32.0,1.5238095238095237,2.0
0,2,22,2.0,1.0,1.0
0,2,23,39.0,1.56,2.0
0,2,24,0.0,0.0,0.0
0,2,25,1.0,1.0,1.0
0,2,26,0.0,0.0,0.0
0,2,27,0.0,0.0,0.0
0,2,28,30.0,1.5,2.0
0,2,29,3.0,1.5,1.0
0,2,30,170.0,2.236842105263158,3.0
0,2,31,0.0,0.0,0.0
0,2,32,0.0,0.0,0.0
0,2,33,4.0,2.0,1.0
0,2,34,0.0,0.0,0.0
0,2,35,1.0,1.0,1.0
0,2,36,0.0,0.0,0.0
0,2,37,75.0,1.5957446808510638,3.0
0,2,38,17.0,1.5454545454545454,2.0
0,2,39,0.0,0.0,0.0
0,2,40,363.0,1.5714285714285714,3.0
0,2,41,32.0,1.4545454545454546,2.0
0,2,42,0.0,0.0,0.0
0,2,43,16.0,1.2307692307692308,2.0
0,2,44,0.0,0.0,0.0
0,2,45,0.0,0.0,0.0
0,2,46,0.0,0.0,0.0
0,2,47,0.0,0.0,0.0
0,2,48,0.0,0.0,0.0
0,2,49,4.0,1.0,1.0
0,2,50,0.0,0.0,0.0
0,2,51,0.0,0.0,0.0
0,2,52,0.0,0.0,0.0
0,2,53,0.0,0.0,0.0
0,2,54,0.0,0.0,0.0
0,2,55,133.0,1.6024096385542168,3.0
0,2,56,1.0,1.0,1.0
0,2,57,24.0,1.411764705882353,2.0
0,2,58,3.0,1.0,1.0
0,2,59,8.0,2.6666666666666665,1.0
0,2,60,0.0,0.0,0.0
0,2,61,0.0,0.0,0.0
0,2,62,10.0,1.0,2.0
0,2,63,10.0,1.6666666666666667,2.0
0,2,64,5.0,1.6666666666666667,1.0
0,2,65,3.0,1.0,1.0
0,2,66,1.0,1.0,1.0
0,2,67,11.0,1.0,2.0
0,2,68,0.0,0.0,0.0
0,2,69,3.0,1.5,1.0
0,2,70,5.0,1.25,1.0
0,2,71,0.0,0.0,0.0
0,2,72,6.0,1.2,1.0
0,2,73,2.0,1.0,1.0
0,2,74,0.0,0.0,0.0
0,2,75,20.0,1.3333333333333333,2.0
0,2,76,0.0,0.0,0.0
0,2,77,2.0,1.0,1.0
0,2,78,0.0,0.0,0.0
0,2,79,1.0,1.0,1.0
0,2,80,0.0,0.0,0.0
0,2,81,0.0,0.0,0.0
0,2,82,7.0,1.75,1.0
0,2,83,1.0,1.0,1.0
0,3,0,0.0,0.0,0.0
0,3,1,0.0,0.0,0.0
0,3,2,4.0,1.0,1.0
0,3,3,0.0,0.0,0.0
0,3,4,1.0,1.0,1.0
0,3,5,5.0,1.6666666666666667,1.0
0,3,6,3.0,1.5,1.0
0,3,7,0.0,0.0,0.0
0,3,8,0.0,0.0,0.0
0,3,9,0.0,0.0,0.0
0,3,10,0.0,0.0,0.0
0,3,11,1.0,1.0,1.0
0,3,12,0.0,0.0,0.0
0,3,13,1.0,1.0,1.0
0,3,14,1.0,1.0,1.0
0,3,15,2.0,1.0,1.0
0,3,16,0.0,0.0,0.0
0,3,17,0.0,0.0,0.0
0,3,18,0.0,0.0,0.0
0,3,19,45.0,1.6071428571428572,2.0
0,3,20,0.0,0.0,0.0
0,3,21,28.0,1.2727272727272727,2.0
0,3,22,3.0,1.0,1.0
0,3,23,33.0,1.736842105263158,2.0
0,3,24,0.0,0.0,0.0
0,3,25,2.0,1.0,1.0
0,3,26,0.0,0.0,0.0
0,3,27,0.0,0.0,0.0
0,3,28,10.0,1.4285714285714286,2.0
0,3,29,7.0,1.75,1.0
0,3,30,104.0,1.5757575757575757,3.0
0,3,31,0.0,0.0,0.0
0,3,32,0.0,0.0,0.0
0,3,33,1.0,1.0,1.0
0,3,34,0.0,0.0,0.0
0,3,35,0.0,0.0,0.0
0,3,36,0.0,0.0,0.0
0,3,37,35.0,1.1666666666666667,2.0
0,3,38,14.0,1.4,2.0
0,3,39,0.0,0.0,0.0
0,3,40,226.0,1.421383647798742,3.0
0,3,41,29.0,1.3181818181818181,2.0
0,3,42,0.0,0.0,0.0
0,3,43,7.0,1.1666666666666667,1.0
0,3,44,0.0,0.0,0.0
0,3,45,1.0,1.0,1.0
0,3,46,0.0,0.0,0.0
0,3,47,0.0,0.0,0.0
0,3,48,0.0,0.0,0.0
0,3,49,5.0,1.6666666666666667,1.0
0,3,50,0.0,0.0,0.0
0,3,51,0.0,0.0,0.0
0,3,52,0.0,0.0,0.0
0,3,53,0.0,0.0,0.0
0,3,54,0.0,0.0,0.0
0,3,55,95.0,1.3970588235294117,3.0
0,3,56,4.0,2.0,1.0
0,3,57,12.0,1.3333333333333333,2.0
0,3,58,11.0,1.5714285714285714,2.0
0,3,59,4.0,1.0,1.0
0,3,60,0.0,0.0,0.0
0,3,61,0.0,0.0,0.0
0,3,62,15.0,1.1538461538461537,2.0
0,3,63,5.0,1.6666666666666667,1.0
0,3,64,4.0,1.0,1.0
0,3,65,1.0,1.0,1.0
0,3,66,2.0,2.0,1.0
0,3,67,13.0,1.3,2.0
0,3,68,0.0,0.0,0.0
0,3,69,1.0,1.0,1.0
0,3,70,1.0,1.0,1.0
0,3,71,0.0,0.0,0.0
0,3,72,6.0,1.5,1.0
0,3,73,0.0,0.0,0.0
0,3,74,0.0,0.0,0.0
0,3,75,15.0,1.3636363636363635,2.0
0,3,76,0.0,0.0,0.0
0,3,77,6.0,2.0,1.0
0,3,78,0.0,0.0,0.0
0,3,79,0.0,0.0,0.0
0,3,80,0.0,0.0,0.0
0,3,81,1.0,1.0,1.0
0,3,82,3.0,1.0,1.0
0,3,83,0.0,0.0,0.0
0,4,0,0.0,0.0,0.0
0,4,1,0.0,0.0,0.0
0,4,2,13.0,1.1818181818181819,1.0
0,4,3,0.0,0.0,0.0
0,4,4,4.0,1.0,1.0
0,4,5,7.0,2.3333333333333335,1.0
0,4,6,5.0,1.0,1.0
0,4,7,0.0,0.0,0.0
0,4,8,0.0,0.0,0.0
0,4,9,0.0,0.0,0.0
0,4,10,0.0,0.0,0.0
0,4,11,14.0,2.3333333333333335,1.0
0,4,12,0.0,0.0,0.0
0,4,13,0.0,0.0,0.0
0,4,14,2.0,1.0,1.0
0,4,15,19.0,6.333333333333333,1.0
0,4,16,0.0,0.0,0.0
0,4,17,0.0,0.0,0.0
0,4,18,0.0,0.0,0.0
0,4,19,150.0,2.586206896551724,3.0
0,4,20,0.0,0.0,0.0
0,4,21,58.0,1.7058823529411764,2.0
0,4,22,9.0,1.125,1.0
0,4,23,71.0,2.2903225806451615,2.0
0,4,24,0.0,0.0,0.0
0,4,25,2.0,1.0,1.0
0,4,26,0.0,0.0,0.0
0,4,27,0.0,0.0,0.0
0,4,28,54.0,2.347826086956522,2.0
0,4,29,10.0,3.3333333333333335,1.0
0,4,30,330.0,2.64,3.0
0,4,31,0.0,0.0,0.0
0,4,32,0.0,0.0,0.0
0,4,33,0.0,0.0,0.0
0,4,34,0.0,0.0,0.0
0,4,35,3.0,1.5,1.0
0,4,36,0.0,0.0,0.0
0,4,37,100.0,1.694915254237288,2.0
0,4,38,34.0,1.36,2.0
0,4,39,0.0,0.0,0.0
0,4,40,601.0,1.8549382716049383,3.0
0,4,41,59.0,2.185185185185185,2.0
0,4,42,0.0,0.0,0.0
0,4,43,30.0,1.3636363636363635,2.0
0,4,44,0.0,0.0,0.0
0,4,45,6.0,1.2,1.0
0,4,46,0.0,0.0,0.0
0,4,47,0.0,0.0,0.0
0,4,48,0.0,0.0,0.0
0,4,49,12.0,2.0,1.0
0,4,50,0.0,0.0,0.0
0,4,51,0.0,0.0,0.0
0,4,52,0.0,0.0,0.0
0,4,53,0.0,0.0,0.0
0,4,54,0.0,0.0,0.0
0,4,55,260.0,1.7808219178082192,3.0
0,4,56,6.0,1.5,1.0
0,4,57,74.0,2.8461538461538463,2.0
0,4,58,6.0,1.0,1.0
0,4,59,15.0,3.75,1.0
0,4,60,1.0,1.0,1.0
0,4,61,0.0,0.0,0.0
0,4,62,20.0,1.5384615384615385,1.0
0,4,63,11.0,1.1,1.0
0,4,64,9.0,2.25,1.0
0,4,65,2.0,1.0,1.0
0,4,66,2.0,1.0,1.0
0,4,67,52.0,2.888888888888889,2.0
0,4,68,0.0,0.0,0.0
0,4,69,3.0,3.0,1.0
0,4,70,2.0,1.0,1.0
0,4,71,0.0,0.0,0.0
0,4,72,5.0,2.5,1.0
0,4,73,3.0,1.0,1.0
0,4,74,0.0,0.0,0.0
0,4,75,30.0,1.5,2.0
0,4,76,0.0,0.0,0.0
0,4,77,15.0,3.75,1.0
0,4,78,0.0,0.0,0.0
0,4,79,0.0,0.0,0.0
0,4,80,0.0,0.0,0.0
0,4,81,2.0,2.0,1.0
0,4,82,4.0,1.3333333333333333,1.0
0,4,83,0.0,0.0,0.0
0,5,0,0.0,0.0,0.0
0,5,1,0.0,0.0,0.0
0,5,2,0.0,0.0,0.0
0,5,3,0.0,0.0,0.0
0,5,4,0.0,0.0,0.0
0,5,5,0.0,0.0,0.0
0,5,6,0.0,0.0,0.0
0,5,7,0.0,0.0,0.0
0,5,8,0.0,0.0,0.0
0,5,9,0.0,0.0,0.0
0,5,10,0.0,0.0,0.0
0,5,11,0.0,0.0,0.0
0,5,12,0.0,0.0,0.0
0,5,13,0.0,0.0,0.0
0,5,14,0.0,0.0,0.0
0,5,15,0.0,0.0,0.0
0,5,16,0.0,0.0,0.0
0,5,17,0.0,0.0,0.0
0,5,18,0.0,0.0,0.0
0,5,19,0.0,0.0,0.0
0,5,20,0.0,0.0,0.0
0,5,21,0.0,0.0,0.0
0,5,22,0.0,0.0,0.0
0,5,23,0.0,0.0,0.0
0,5,24,0.0,0.0,0.0
0,5,25,0.0,0.0,0.0
0,5,26,0.0,0.0,0.0
0,5,27,0.0,0.0,0.0
0,5,28,0.0,0.0,0.0
0,5,29,0.0,0.0,0.0
0,5,30,0.0,0.0,0.0
0,5,31,0.0,0.0,0.0
0,5,32,0.0,0.0,0.0
0,5,33,0.0,0.0,0.0
0,5,34,0.0,0.0,0.0
0,5,35,0.0,0.0,0.0
0,5,36,0.0,0.0,0.0
0,5,37,0.0,0.0,0.0
0,5,38,0.0,0.0,0.0
0,5,39,0.0,0.0,0.0
0,5,40,0.0,0.0,0.0
0,5,41,0.0,0.0,0.0
0,5,42,0.0,0.0,0.0
0,5,43,0.0,0.0,0.0
0,5,44,0.0,0.0,0.0
0,5,45,0.0,0.0,0.0
0,5,46,0.0,0.0,0.0
0,5,47,0.0,0.0,0.0
0,5,48,0.0,0.0,0.0
0,5,49,0.0,0.0,0.0
0,5,50,0.0,0.0,0.0
0,5,51,0.0,0.0,0.0
0,5,52,0.0,0.0,0.0
0,5,53,0.0,0.0,0.0
0,5,54,0.0,0.0,0.0
0,5,55,0.0,0.0,0.0
0,5,56,0.0,0.0,0.0
0,5,57,0.0,0.0,0.0
0,5,58,0.0,0.0,0.0
0,5,59,0.0,0.0,0.0
0,5,60,0.0,0.0,0.0
0,5,61,0.0,0.0,0.0
0,5,62,0.0,0.0,0.0
0,5,63,0.0,0.0,0.0
0,5,64,0.0,0.0,0.0
0,5,65,0.0,0.0,0.0
0,5,66,0.0,0.0,0.0
0,5,67,0.0,0.0,0.0
0,5,68,0.0,0.0,0.0
0,5,69,0.0,0.0,0.0
0,5,70,0.0,0.0,0.0
0,5,71,0.0,0.0,0.0
0,5,72,0.0,0.0,0.0
0,5,73,0.0,0.0,0.0
0,5,74,0.0,0.0,0.0
0,5,75,0.0,0.0,0.0
0,5,76,0.0,0.0,0.0
0,5,77,0.0,0.0,0.0
0,5,78,0.0,0.0,0.0
0,5,79,0.0,0.0,0.0
0,5,80,0.0,0.0,0.0
0,5,81,0.0,0.0,0.0
0,5,82,0.0,0.0,0.0
0,5,83,0.0,0.0,0.0
0,6,0,0.0,0.0,0.0
0,6,1,0.0,0.0,0.0
0,6,2,29.0,1.5263157894736843,2.0
0,6,3,2.0,2.0,1.0
0,6,4,10.0,2.0,1.0
0,6,5,21.0,2.625,1.0
0,6,6,5.0,1.0,1.0
0,6,7,0.0,0.0,0.0
0,6,8,0.0,0.0,0.0
0,6,9,0.0,0.0,0.0
0,6,10,0.0,0.0,0.0
0,6,11,9.0,1.0,1.0
0,6,12,0.0,0.0,0.0
0,6,13,1.0,1.0,1.0
0,6,14,5.0,1.0,1.0
0,6,15,29.0,7.25,2.0
0,6,16,0.0,0.0,0.0
0,6,17,0.0,0.0,0.0
0,6,18,0.0,0.0,0.0
0,6,19,213.0,2.173469387755102,3.0
0,6,20,0.0,0.0,0.0
0,6,21,91.0,1.8958333333333333,2.0
0,6,22,20.0,1.3333333333333333,1.0
0,6,23,131.0,2.425925925925926,2.0
0,6,24,0.0,0.0,0.0
0,6,25,2.0,1.0,1.0
0,6,26,0.0,0.0,0.0
0,6,27,0.0,0.0,0.0
0,6,28,65.0,1.4444444444444444,2.0
0,6,29,8.0,1.3333333333333333,1.0
0,6,30,468.0,2.2941176470588234,3.0
0,6,31,0.0,0.0,0.0
0,6,32,0.0,0.0,0.0
0,6,33,5.0,1.25,1.0
0,6,34,0.0,0.0,0.0
0,6,35,2.0,1.0,1.0
0,6,36,0.0,0.0,0.0
0,6,37,219.0,1.697674418604651,3.0
0,6,38,53.0,1.7666666666666666,2.0
0,6,39,0.0,0.0,0.0
0,6,40,1028.0,1.9214953271028037,3.0
0,6,41,119.0,2.5869565217391304,2.0
0,6,42,0.0,0.0,0.0
0,6,43,39.0,1.7727272727272727,2.0
0,6,44,0.0,0.0,0.0
0,6,45,12.0,1.3333333333333333,1.0
0,6,46,0.0,0.0,0.0
0,6,47,0.0,0.0,0.0
0,6,48,0.0,0.0,0.0
0,6,49,11.0,1.1,1.0
0,6,50,0.0,0.0,0.0
0,6,51,0.0,0.0,0.0
0,6,52,0.0,0.0,0.0
0,6,53,0.0,0.0,0.0
0,6,54,0.0,0.0,0.0
0,6,55,552.0,2.2439024390243905,3.0
0,6,56,8.0,1.1428571428571428,1.0
0,6,57,100.0,2.857142857142857,2.0
0,6,58,25.0,2.5,2.0
0,6,59,17.0,1.3076923076923077,1.0
0,6,60,0.0,0.0,0.0
0,6,61,0.0,0.0,0.0
0,6,62,60.0,2.0,2.0
0,6,63,25.0,1.3157894736842106,2.0
0,6,64,33.0,2.5384615384615383,2.0
0,6,65,19.0,1.0,1.0
0,6,66,20.0,1.5384615384615385,1.0
0,6,67,87.0,1.8125,2.0
0,6,68,0.0,0.0,0.0
0,6,69,17.0,1.4166666666666667,1.0
0,6,70,12.0,1.2,1.0
0,6,71,0.0,0.0,0.0
0,6,72,26.0,2.1666666666666665,2.0
0,6,73,11.0,1.1,1.0
0,6,74,0.0,0.0,0.0
0,6,75,34.0,1.4166666666666667,2.0
0,6,76,0.0,0.0,0.0
0,6,77,20.0,2.5,1.0
0,6,78,0.0,0.0,0.0
0,6,79,0.0,0.0,0.0
0,6,80,0.0,0.0,0.0
0,6,81,8.0,4.0,1.0
0,6,82,13.0,1.8571428571428572,1.0
0,6,83,3.0,1.5,1.0
0,7,0,0.0,0.0,0.0
0,7,1,0.0,0.0,0.0
0,7,2,18.0,1.2,2.0
0,7,3,1.0,1.0,1.0
0,7,4,19.0,3.1666666666666665,2.0
0,7,5,13.0,4.333333333333333,1.0
0,7,6,5.0,1.25,1.0
0,7,7,0.0,0.0,0.0
0,7,8,0.0,0.0,0.0
0,7,9,0.0,0.0,0.0
0,7,10,0.0,0.0,0.0
0,7,11,12.0,1.3333333333333333,1.0
0,7,12,0.0,0.0,0.0
0,7,13,1.0,1.0,1.0
0,7,14,2.0,2.0,1.0
0,7,15,13.0,3.25,1.0
0,7,16,0.0,0.0,0.0
0,7,17,0.0,0.0,0.0
0,7,18,0.0,0.0,0.0
0,7,19,123.0,1.9523809523809523,3.0
0,7,20,0.0,0.0,0.0
0,7,21,72.0,2.057142857142857,2.0
0,7,22,7.0,1.1666666666666667,1.0
0,7,23,84.0,2.625,2.0
0,7,24,0.0,0.0,0.0
0,7,25,4.0,1.0,1.0
0,7,26,0.0,0.0,0.0
0,7,27,0.0,0.0,0.0
0,7,28,43.0,1.8695652173913044,2.0
0,7,29,11.0,1.8333333333333333,1.0
0,7,30,261.0,2.25,3.0
0,7,31,0.0,0.0,0.0
0,7,32,0.0,0.0,0.0
0,7,33,6.0,2.0,1.0
0,7,34,0.0,0.0,0.0
0,7,35,0.0,0.0,0.0
0,7,36,0.0,0.0,0.0
0,7,37,152.0,1.974025974025974,3.0
0,7,38,68.0,2.5185185185185186,2.0
0,7,39,0.0,0.0,0.0
0,7,40,795.0,2.0384615384615383,3.0
0,7,41,100.0,2.4390243902439024,2.0
0,7,42,0.0,0.0,0.0
0,7,43,50.0,2.272727272727273,2.0
0,7,44,0.0,0.0,0.0
0,7,45,11.0,1.1,1.0
0,7,46,0.0,0.0,0.0
0,7,47,0.0,0.0,0.0
0,7,48,0.0,0.0,0.0
0,7,49,23.0,1.9166666666666667,2.0
0,7,50,0.0,0.0,0.0
0,7,51,0.0,0.0,0.0
0,7,52,0.0,0.0,0.0
0,7,53,0.0,0.0,0.0
0,7,54,0.0,0.0,0.0
0,7,55,287.0,1.6306818181818181,3.0
0,7,56,7.0,1.75,1.0
0,7,57,33.0,1.5714285714285714,2.0
0,7,58,10.0,1.25,1.0
0,7,59,32.0,3.2,2.0
0,7,60,4.0,2.0,1.0
0,7,61,0.0,0.0,0.0
0,7,62,29.0,1.45,2.0
0,7,63,27.0,1.4210526315789473,2.0
0,7,64,23.0,1.9166666666666667,2.0
0,7,65,8.0,1.1428571428571428,1.0
0,7,66,11.0,1.375,1.0
0,7,67,37.0,2.3125,2.0
0,7,68,0.0,0.0,0.0
0,7,69,15.0,2.5,1.0
0,7,70,2.0,1.0,1.0
0,7,71,0.0,0.0,0.0
0,7,72,13.0,2.1666666666666665,1.0
0,7,73,10.0,1.6666666666666667,1.0
0,7,74,0.0,0.0,0.0
0,7,75,26.0,1.4444444444444444,2.0
0,7,76,0.0,0.0,0.0
0,7,77,10.0,1.4285714285714286,1.0
0,7,78,0.0,0.0,0.0
0,7,79,0.0,0.0,0.0
0,7,80,0.0,0.0,0.0
0,7,81,4.0,4.0,1.0
0,7,82,12.0,1.7142857142857142,1.0
0,7,83,1.0,1.0,1.0
0,8,0,0.0,0.0,0.0
0,8,1,0.0,0.0,0.0
0,8,2,11.0,1.375,1.0
0,8,3,1.0,1.0,1.0
0,8,4,7.0,1.75,1.0
0,8,5,7.0,1.4,1.0
0,8,6,2.0,1.0,1.0
0,8,7,0.0,0.0,0.0
0,8,8,0.0,0.0,0.0
0,8,9,0.0,0.0,0.0
0,8,10,0.0,0.0,0.0
0,8,11,4.0,1.0,1.0
0,8,12,0.0,0.0,0.0
0,8,13,0.0,0.0,0.0
0,8,14,1.0,1.0,1.0
0,8,15,6.0,3.0,1.0
0,8,16,0.0,0.0,0.0
0,8,17,0.0,0.0,0.0
0,8,18,0.0,0.0,0.0
0,8,19,73.0,1.553191489361702,2.0
0,8,20,0.0,0.0,0.0
0,8,21,35.0,1.9444444444444444,2.0
0,8,22,5.0,1.0,1.0
0,8,23,57.0,1.7272727272727273,2.0
0,8,24,0.0,0.0,0.0
0,8,25,3.0,1.0,1.0
0,8,26,0.0,0.0,0.0
0,8,27,0.0,0.0,0.0
0,8,28,34.0,1.36,2.0
0,8,29,5.0,1.6666666666666667,1.0
0,8,30,174.0,1.7938144329896908,3.0
0,8,31,0.0,0.0,0.0
0,8,32,0.0,0.0,0.0
0,8,33,2.0,2.0,1.0
0,8,34,0.0,0.0,0.0
0,8,35,0.0,0.0,0.0
0,8,36,0.0,0.0,0.0
0,8,37,88.0,1.2941176470588236,2.0
0,8,38,32.0,2.0,2.0
0,8,39,0.0,0.0,0.0
0,8,40,457.0,1.414860681114551,3.0
0,8,41,46.0,1.7692307692307692,2.0
0,8,42,0.0,0.0,0.0
0,8,43,28.0,1.5555555555555556,2.0
0,8,44,0.0,0.0,0.0
0,8,45,4.0,1.0,1.0
0,8,46,0.0,0.0,0.0
0,8,47,0.0,0.0,0.0
0,8,48,0.0,0.0,0.0
0,8,49,11.0,1.2222222222222223,1.0
0,8,50,0.0,0.0,0.0
0,8,51,0.0,0.0,0.0
0,8,52,0.0,0.0,0.0
0,8,53,0.0,0.0,0.0
